group_mix,strength,objective,objective_improvement,delta_2022,delta_2023,development_non_degraded
0.0,0.40963626702030387,1.004391849658578,0.00017133451257267396,3.988976693972135e-05,-7.466176028919635e-05,False
0.5,0.0010000633152633179,1.004565633770272,-2.449599121323587e-06,6.29167743182446e-08,8.233926089284971e-07,False
1.0,0.0010000633152633179,1.0045689191329537,-5.734961803005589e-06,5.184844689698487e-08,1.9645024107450837e-06,False
