validation_season,official_brier,candidate_brier,candidate_minus_official_brier,official_score,candidate_score,official_prediction_mean,candidate_prediction_mean,target_mean
2022,0.2435622461405432,0.24374993286158822,0.0001876867210450217,2248.0657797286362,2172.7390807006364,0.5182892285287838,0.5161777076635817,0.5289204435249241
2023,0.2537378949304638,0.2522815202990507,-0.001456374631413071,0.0,0.0,0.5098240143075439,0.5081497621887431,0.49995723449750534
2024,0.2480239578589654,0.24892788349223197,0.0009039256332665779,713.7387745690837,351.8890672762898,0.47934359733268095,0.49116231443591507,0.4861049201797189
