model,variant,role,brier,competition_score,prediction_mean,mapped_row_rate,mapped_brier,unmapped_brier
official_852_baseline,baseline,baseline,0.2480239578589654,713.7387745690837,0.47934359733268095,0.047789607387567205,0.24771462055235086,0.24803948290316577
without_mapping_catboost,without_mapping,direct_branch,0.24968892797109885,47.235994302119444,0.4840638691899456,0.047789607387567205,0.24945099581498698,0.2497008693281915
without_mapping_residual,without_mapping,direct_branch,0.2509581729949917,0.0,0.47713502659944856,0.047789607387567205,0.2518542238378278,0.2509132019273467
without_mapping_selected_stack,without_mapping,selected_stack,0.24968892797109885,47.235994302119444,0.4840638691899456,0.047789607387567205,0.24945099581498698,0.2497008693281915
with_mapping_catboost,with_mapping,direct_branch,0.2496884455464791,47.42911329446153,0.4839917995616937,0.047789607387567205,0.24947654225590662,0.24969908056489426
with_mapping_residual,with_mapping,direct_branch,0.2509472310150315,0.0,0.47901470006603775,0.047789607387567205,0.2508015329655282,0.2509545433197879
with_mapping_selected_stack,with_mapping,selected_stack,0.2496884455464791,47.42911329446153,0.4839917995616937,0.047789607387567205,0.24947654225590662,0.24969908056489426
