model,validation_season,dimension,segment,rows,weight,actual_rate,predicted_rate,mean_bias,brier,weighted_excess_vs_fold_reference
constant,2024,pitcher_history_missing,missing,3638,0.01435068854114482,0.46206706981858164,0.5315815109059132,0.06951444108733157,0.25339335032753574,5.1467647640421564e-05
constant,2024,pitcher_seen_before,new,50348,0.1986059556540845,0.48993008659728293,0.5315815109059132,0.04165142430863028,0.25163343799099935,0.0003627560091834716
constant,2024,pitcher_seen_before,seen,203159,0.8013940443459155,0.4851569460373402,0.5315815109059129,0.04642456486857266,0.2519349239722979,0.001705364294894332
constant,2024,batter_seen_before,new,23588,0.09304674032669709,0.4735882652196032,0.5315815109059132,0.057993245686310035,0.2526656368111227,0.0002659936520950006
constant,2024,batter_seen_before,seen,229919,0.9069532596733029,0.4873890370086857,0.5315815109059129,0.04419247389722719,0.2517939383615888,0.0018021266519827946
constant,2024,pitcher_hand,1,71830,0.2833452330704872,0.48440762912432134,0.5315815109059132,0.047173881781591875,0.2519822530928189,0.0006163683476870529
constant,2024,pitcher_hand,2,181677,0.7166547669295128,0.48677598154967333,0.531581510905913,0.04480552935623966,0.2518326607969183,0.0014517519563907726
constant,2024,batter_hand,1,119761,0.4724169352325577,0.4868696821168828,0.5315815109059132,0.044711828789030406,0.2518267423859478,0.0009541951092625136
constant,2024,batter_hand,2,133746,0.5275830647674423,0.48542012471401014,0.5315815109059132,0.046161386191903075,0.251918300811803,0.0011139251948152863
constant,2024,pitcher_team_id,12,25413,0.10024575258276892,0.47884940778341795,0.5315815109059132,0.052732103122495266,0.25233332714860934,0.000253260908603535
constant,2024,pitcher_team_id,13,37232,0.14686773935236502,0.5001074344649764,0.5315815109059132,0.031474076440936805,0.2509906059456457,0.00017384428658597567
constant,2024,pitcher_team_id,14,24081,0.09499145980189896,0.4747311158174494,0.5315815109059132,0.05685039508846379,0.2525934509138833,0.00026469599745574063
constant,2024,pitcher_team_id,15,23302,0.09191856635122501,0.4995708522873573,0.5315815109059132,0.0320106586185559,0.25102449809743443,0.00011191741206256127
constant,2024,pitcher_team_id,16,23457,0.09252998930995988,0.4726947179946285,0.5315815109059132,0.058886792911284735,0.2527220759539837,0.00026973872405345976
constant,2024,pitcher_team_id,17,24919,0.09829708844331715,0.4820418154821622,0.5315815109059132,0.04953969542375103,0.25213168503150135,0.00022851696973883384
constant,2024,pitcher_team_id,18,22809,0.08997384687602315,0.4979174887105967,0.5315815109059132,0.0336640221953165,0.2511289295370962,0.00011894567572512898
constant,2024,pitcher_team_id,19,23104,0.09113752282974434,0.48273026315789475,0.5315815109059132,0.04885124774801847,0.25208820059594267,0.00020790964659685914
constant,2024,pitcher_team_id,20,22740,0.08970166504277989,0.4900175901495163,0.5315815109059132,0.04156392075639692,0.251627911002221,0.0001633453188320107
constant,2024,pitcher_team_id,21,25180,0.09932664581254166,0.4780381254964257,0.5315815109059132,0.0535433854094875,0.25238457018939814,0.00025602867626189354
constant,2024,pitcher_team_id,23,978,0.0038578816364045173,0.4652351738241309,0.5315815109059131,0.06634633708178223,0.2531932433051311,1.3064008426905657e-05
constant,2024,pitcher_team_id,25,292,0.0011518419609714919,0.4246575342465753,0.5315815109059132,0.1069239766593379,0.2557562496388407,6.852679734916168e-06
constant,2024,batter_team_id,12,24304,0.09587111992962719,0.4833772218564845,0.5315815109059132,0.048204289049428695,0.2520473367295524,0.00021479061319042814
constant,2024,batter_team_id,13,37546,0.14810636392683438,0.5017578437117136,0.5315815109059132,0.0298236671941996,0.25088636111039564,0.0001598710972105435
constant,2024,batter_team_id,14,24232,0.09558710410363422,0.47808682733575436,0.5315815109059132,0.05349468357015885,0.2523814940340584,0.00024609543035425857
constant,2024,batter_team_id,15,23125,0.0912203607789923,0.491545945945946,0.5315815109059132,0.04003556495996724,0.25153137543171494,0.00015730483027169296
constant,2024,batter_team_id,16,23190,0.09147676395523595,0.48253557567917205,0.5315815109059132,0.049045935226741166,0.25210049764540776,0.0002098084427928727
constant,2024,batter_team_id,17,24723,0.09752393425033629,0.4792703150912106,0.5315815109059132,0.052311195814702616,0.2523067413711465,0.0002437917560887306
constant,2024,batter_team_id,18,22669,0.08942159388103682,0.4785830870351582,0.5315815109059132,0.05299842387075504,0.25235014877184064,0.00022741896617935154
constant,2024,batter_team_id,19,23805,0.0939027324689259,0.49363579080025205,0.5315815109059132,0.03794572010566116,0.251399374515599,0.0001495351958663736
constant,2024,batter_team_id,20,23905,0.09429719889391615,0.48128006693160424,0.5315815109059132,0.05030144397430897,0.25217979937181534,0.00022375524092916194
constant,2024,batter_team_id,21,24542,0.09680995002110396,0.4822345367125744,0.5315815109059132,0.04934697419333883,0.25211951217622114,0.00022388127887485801
constant,2024,batter_team_id,23,1174,0.004631035829385382,0.48722316865417375,0.5315815109059133,0.04435834225173957,0.2518044151080828,9.250440123626366e-06
constant,2024,batter_team_id,25,292,0.0011518419609714919,0.4828767123287671,0.5315815109059132,0.0487047985771461,0.2520789504237686,2.617012195948599e-06
histgb,2022,game_month,4,41395,0.1672714488911877,0.5335426983935257,0.5345529251854454,0.001010226791919644,0.24147522837390425,-0.001286046390703671
histgb,2022,game_month,5,44865,0.1812932372147152,0.55056279950964,0.5332485260770435,-0.017314273432596505,0.24198292657999074,-0.001301808970309519
histgb,2022,game_month,6,39951,0.16143644533522986,0.5368826812845736,0.5318796998301698,-0.00500298145440381,0.24388515872715094,-0.0008521340788254419
histgb,2022,game_month,7,33468,0.1352395422512446,0.5188538305246803,0.5316419124757883,0.012788081951108032,0.24460105378715644,-0.0006170377359820184
histgb,2022,game_month,8,36914,0.14916434990625202,0.5183670152245761,0.5232253447282823,0.004858329503706238,0.2462914110168685,-0.00042842938778461597
histgb,2022,game_month,9,41603,0.16811194801836168,0.516621397495373,0.5353445801187768,0.01872318262340389,0.2442137265099106,-0.0008321342107349901
histgb,2022,game_month,10,9276,0.03748302838300899,0.5028029322984044,0.5152893128410988,0.012486380542694353,0.2444987718896042,-0.00017485218231602464
histgb,2022,count_state,0-0,64084,0.2589545483933536,0.5315991511141627,0.5349952505391724,0.0033960994250097354,0.24372204577794196,-0.0014091172738671257
histgb,2022,count_state,0-1,31161,0.12591727548975237,0.5402265652578544,0.5345703083283635,-0.005656256929490899,0.24368578888528739,-0.0006897520517912706
histgb,2022,count_state,0-2,15595,0.06301723023210706,0.5218339211285669,0.5288913025322765,0.007057381403709595,0.24555580058503237,-0.00022735402711945816
histgb,2022,count_state,1-0,25393,0.10260958815542769,0.5280195329421494,0.5347045654397315,0.006685032497582122,0.24320352867292228,-0.0006115612796172125
histgb,2022,count_state,1-1,25225,0.10193072347578716,0.5361744301288405,0.534839159332182,-0.0013352707966585164,0.24318349924571492,-0.0006095568063166956
histgb,2022,count_state,1-2,23740,0.09593004461110752,0.5291491154170177,0.528223316922891,-0.0009257984941266617,0.2456260411360426,-0.00033935894192484335
histgb,2022,count_state,2-0,8700,0.03515549233852719,0.5264367816091954,0.530980264913987,0.004543483304791596,0.241016631328071,-0.0002864109740850717
histgb,2022,count_state,2-1,13114,0.052991853623844315,0.5273753240811346,0.5321651960581085,0.004789871976973892,0.2421641731354445,-0.0003709130249476434
histgb,2022,count_state,2-2,20240,0.08178703045192992,0.5267786561264822,0.5266262007636018,-0.0001524553628804437,0.24343432271090892,-0.0004685812260164947
histgb,2022,count_state,3-0,2809,0.011350779078037112,0.5062299750800997,0.5171234554351425,0.010893480355042784,0.2443016181280152,-5.518737230726244e-05
histgb,2022,count_state,3-1,5605,0.02264902696062585,0.5095450490633363,0.5167660853032927,0.007221036239956402,0.24093922012775057,-0.00018627438143745963
histgb,2022,count_state,3-2,11806,0.04770640718950023,0.5016940538709131,0.5128215784190031,0.011127524548089962,0.24416688714362406,-0.00023837559722573873
histgb,2022,pitcher_n_bucket,0,88,0.00035559578457360834,0.5454545454545454,0.6063292534534476,0.060874707998902156,0.2511432415904691,7.039493788589099e-07
histgb,2022,pitcher_n_bucket,1-10,864,0.0034913040667227,0.5717592592592593,0.5938912202776011,0.022131961018341806,0.2433465030029792,-2.030928214524431e-05
histgb,2022,pitcher_n_bucket,1001+,187283,0.7567846059352169,0.5201379730141017,0.5227261440189698,0.0025881710048680784,0.2454917993211549,-0.002778768243466371
histgb,2022,pitcher_n_bucket,11-50,3122,0.012615568629986423,0.5598975016015375,0.5815639559098091,0.021666454308271632,0.23515781828282173,-0.00017669100071703795
histgb,2022,pitcher_n_bucket,201-1000,45627,0.18437237344022758,0.55359765051395,0.552702811877986,-0.0008948386359640681,0.23895168331814776,-0.0018827967810891378
histgb,2022,pitcher_n_bucket,51-200,10488,0.04238055214327278,0.5655034324942791,0.5684803772132369,0.002976944718957708,0.23419019286498774,-0.0006345815986173396
histgb,2022,batter_n_bucket,0,88,0.00035559578457360834,0.6590909090909091,0.6398598831595532,-0.01923102593135584,0.21131077084152122,-1.3460309308618508e-05
histgb,2022,batter_n_bucket,1-10,842,0.0034024051205792977,0.6413301662707839,0.6338833859442184,-0.0074467803265654275,0.21032848599700812,-0.00013213281777866589
histgb,2022,batter_n_bucket,1001+,191269,0.7728914786319261,0.5142077388390173,0.5186383607654173,0.00443062192639998,0.2465134478635479,-0.002048286144986329
histgb,2022,batter_n_bucket,11-50,3199,0.01292671494148833,0.6348859018443264,0.6252278660482221,-0.009658035796104247,0.22078106820623256,-0.0003668930005355963
histgb,2022,batter_n_bucket,201-1000,42269,0.17080316156979375,0.5675317608649365,0.5624236360663117,-0.005108124798624769,0.23699949241860369,-0.0020776693898344515
histgb,2022,batter_n_bucket,51-200,9805,0.03962064395163897,0.6040795512493625,0.6014858501529126,-0.002593701096449963,0.2276091552914114,-0.0008540012942126591
histgb,2022,li_bucket,0.5-1,77154,0.3117686041249111,0.530808512844441,0.5328358498260544,0.0020273369816133924,0.2438591453689577,-0.0016537648933775937
histgb,2022,li_bucket,1-2,66369,0.2681879162087024,0.5351293525591767,0.5345056629237348,-0.0006236896354419041,0.24374909488110522,-0.0014521069762451946
histgb,2022,li_bucket,2+,26079,0.10538161893062649,0.5271674527397523,0.5314840161452835,0.004316563405531215,0.2439866298198255,-0.0005455583361386084
histgb,2022,li_bucket,<=0.5,77870,0.31466186073576,0.5223449338641325,0.5267065664046561,0.0043616325405235745,0.24331284247194823,-0.0018410127508948874
histgb,2022,score_bucket,four_plus,56644,0.22889054115213034,0.5236918296730457,0.527211179219379,0.0035193495463332614,0.2428200990403079,-0.0014519691863008482
histgb,2022,score_bucket,one_run,56159,0.22693072347578716,0.5345002581954806,0.5333171141442935,-0.001183144051187135,0.24361007173247218,-0.001260267990857849
histgb,2022,score_bucket,tie,66107,0.2671292105773582,0.5274781793153523,0.5337882904157183,0.006310111100365945,0.24454874538136068,-0.0012327645939010324
histgb,2022,score_bucket,two_three,68562,0.2770495247947243,0.5300603833027041,0.5303110632654296,0.00025067996272554183,0.2435781762920241,-0.0015474411855965504
histgb,2022,pitcher_history_missing,available,244531,0.9881158272451025,0.528603735313723,0.5307051039036254,0.002101368589902397,0.2437078161528375,-0.005390954221295665
histgb,2022,pitcher_history_missing,missing,2941,0.011884172754897523,0.555253315198912,0.5734055492658257,0.018152234066913686,0.2406237846490921,-0.00010148873536057486
histgb,2022,pitcher_seen_before,new,38950,0.15739154328570504,0.5438767650834403,0.5425723240899912,-0.001304440993449063,0.2429586162726456,-0.000976613215594828
histgb,2022,pitcher_seen_before,seen,208522,0.842608456714295,0.526126739624596,0.5290906641013562,0.0029639244767601935,0.24380426256463553,-0.004515829741061445
histgb,2022,batter_seen_before,new,27278,0.11022661149544191,0.5533030280812377,0.5480666424859704,-0.00523638559526729,0.23920553776103065,-0.0010976443335584164
histgb,2022,batter_seen_before,seen,220194,0.8897733885045581,0.5258998882803346,0.5291246519401794,0.0032247636598448093,0.24422437433934202,-0.004394798623097873
histgb,2022,pitcher_hand,1,62216,0.2514062196935411,0.5157837212292657,0.5229123428283783,0.007128621599112539,0.24391110042081085,-0.0013205130609005508
histgb,2022,pitcher_hand,2,185256,0.748593780306459,0.5333322537461674,0.5340000926374195,0.0006678388912521038,0.2435905855602048,-0.004171929895755751
histgb,2022,batter_hand,1,124834,0.5044368655847934,0.5255058717977474,0.5290375812959536,0.003531709498206137,0.24374592800426761,-0.0027328774887113525
histgb,2022,batter_hand,2,122638,0.49556313441520655,0.5323961577977462,0.533426491459002,0.0010303336612558223,0.2435950632417174,-0.0027595654679448936
histgb,2022,pitcher_team_id,12,25163,0.1016801900821103,0.5205261693756706,0.525073424207994,0.004547254832323322,0.24556129696522108,-0.0003662836652931809
histgb,2022,pitcher_team_id,13,35983,0.14540230813991079,0.5759108467887614,0.5845565648881758,0.00864571809941439,0.22945606888202413,-0.0028655216677063193
histgb,2022,pitcher_team_id,14,24085,0.0973241417210836,0.5374714552626115,0.5303390581730206,-0.007132397089590903,0.24434927233971354,-0.0004685510808703884
histgb,2022,pitcher_team_id,15,22765,0.09199020495247948,0.5184713375796178,0.509680151096955,-0.00879118648266286,0.2472578144297852,-0.00017531433618329638
histgb,2022,pitcher_team_id,16,22697,0.0917154263916726,0.5147816892100278,0.5167863577028502,0.0020046684928224368,0.24620453236735085,-0.00027139287845049433
histgb,2022,pitcher_team_id,17,25005,0.10104173401435314,0.5212157568486303,0.5295134447443312,0.008297687895700845,0.24444038995273504,-0.00047724213619978713
histgb,2022,pitcher_team_id,18,23092,0.0933115665610655,0.5318725099601593,0.5303752718296851,-0.0014972381304741988,0.24546924791311572,-0.00034472652213903677
histgb,2022,pitcher_team_id,19,22838,0.09228518781922804,0.5006130133987214,0.5049881567592608,0.004375143360539346,0.24871932093815757,-4.10011099940665e-05
histgb,2022,pitcher_team_id,20,21199,0.08566221633154458,0.5157318741450069,0.5233497722902289,0.007617898145222068,0.24833417024876697,-7.105147148146869e-05
histgb,2022,pitcher_team_id,21,23979,0.09689581043511994,0.521247758455315,0.5220623212763943,0.0008145628210792788,0.2458791258523642,-0.00031825255435364766
histgb,2022,pitcher_team_id,23,666,0.002691213551432081,0.6906906906906907,0.7121261367446039,0.021435446053913232,0.21456749277179177,-9.310553398459993e-05
histgb,2022,batter_team_id,12,23500,0.09496023792590677,0.5279148936170213,0.5228712295474337,-0.005043664069587561,0.2453616811951219,-0.0003610318688708009
histgb,2022,batter_team_id,13,37271,0.15060693735048813,0.5639773550481608,0.5743781365773794,0.010400781529218528,0.2333094509662977,-0.0023877460270352725
histgb,2022,batter_team_id,14,24752,0.10001939613370402,0.5248868778280543,0.5306134220421963,0.005726544214141982,0.24355374416157657,-0.0005610951881425397
histgb,2022,batter_team_id,15,21626,0.08738766405896424,0.524738740405068,0.5205724887418111,-0.0041662516632569035,0.24606178210012014,-0.0002710613150172716
histgb,2022,batter_team_id,16,23154,0.09356209995474235,0.5181826034378509,0.5203811585090081,0.002198555071157182,0.247045031789377,-0.00019821843415779045
histgb,2022,batter_team_id,17,24518,0.09907383461563328,0.529039889061098,0.5301512303471665,0.0011113412860684901,0.24434107706541244,-0.0004777866269239849
histgb,2022,batter_team_id,18,22393,0.09048700459041831,0.521502255169026,0.517027909966555,-0.004474345202471031,0.2476873725179369,-0.00013358012198479033
histgb,2022,batter_team_id,19,22302,0.09011928622227969,0.5062774639045825,0.5164846634467889,0.010207199542206391,0.24707434806811773,-0.00018828260895658572
histgb,2022,batter_team_id,20,23128,0.0934570375638456,0.5169923901764095,0.5201396678907187,0.0031472777143092268,0.24681094782609755,-0.00021987264523074662
histgb,2022,batter_team_id,21,24017,0.09704936316027672,0.5275013532081443,0.5250920786247969,-0.002409274583347387,0.24323378211021562,-0.0005754858210454472
histgb,2022,batter_team_id,23,811,0.0032771384237408677,0.6942046855733662,0.7261937647843055,0.0319890792109393,0.21307044250840507,-0.00011828229929103238
histgb,2023,game_month,4,41288,0.16816210161897974,0.4866547180778919,0.5284882787853609,0.041833560707468964,0.2534024369819923,0.0005721612610676488
histgb,2023,game_month,5,39576,0.16118928825985135,0.49676571659591673,0.535193681320571,0.03842796472465426,0.25593784208168113,0.0009571168337427689
histgb,2023,game_month,6,42446,0.17287852560839018,0.5028271215191066,0.5220901207293571,0.019262999210250542,0.25394574980433904,0.0006821357247692285
histgb,2023,game_month,7,28611,0.11652988494043376,0.5042116668414246,0.5218178831884588,0.017606216347034187,0.25316568096207703,0.00036889665138909394
histgb,2023,game_month,8,38825,0.15813053660523368,0.5046490663232454,0.5202337056172369,0.015584639293991565,0.253566221622058,0.0005639288279522959
histgb,2023,game_month,9,37141,0.15127176458609104,0.5019250962548127,0.5159600020881813,0.014034905833368527,0.25340863303985733,0.0005156302114248211
histgb,2023,game_month,10,17638,0.07183789838102027,0.5099784556072117,0.49207009533655655,-0.01790836027065512,0.24916923629439244,-5.96801872785883e-05
histgb,2023,count_state,0-0,63138,0.25715507585785563,0.5028508980328804,0.5256838071801908,0.0228329091473104,0.2535938162063464,0.0009241685494700954
histgb,2023,count_state,0-1,30327,0.12351898991956013,0.5120519668941867,0.5265340862168054,0.01448211932261867,0.2531754133718923,0.00039222407817563024
histgb,2023,count_state,0-2,14526,0.059163018022604624,0.5017898939832025,0.5234031531145917,0.02161325913138923,0.2543634611899241,0.00025815564122296235
histgb,2023,count_state,1-0,25591,0.10422971184197129,0.49658082919776486,0.5237828981860898,0.027202068988324946,0.2539608081868377,0.0004128340865999074
histgb,2023,count_state,1-1,25293,0.103015986152123,0.5050804570434507,0.5245986512921642,0.019518194248713483,0.25376844112216446,0.0003882098668607096
histgb,2023,count_state,1-2,23456,0.09553405966805824,0.504305934515689,0.5221940272494908,0.017888092733801875,0.2538457346722115,0.0003673988203636915
histgb,2023,count_state,2-0,8774,0.03573566846553304,0.49213585593799863,0.5191416548192391,0.027005798881240495,0.2542739770720664,0.00015273349303319788
histgb,2023,count_state,2-1,13479,0.054898686488137664,0.49692113658283255,0.5192978243580312,0.022376687775198634,0.2523476256374124,0.00012888166426338067
histgb,2023,count_state,2-2,20380,0.08300580388962428,0.49730127576054955,0.5170355273953233,0.01973425163477377,0.25330205315035365,0.0002740897280397089
histgb,2023,count_state,3-0,2858,0.011640362488544954,0.48775367389783064,0.5053930657474983,0.017639391849667674,0.258305161848097,9.667511572680487e-05
histgb,2023,count_state,3-1,5807,0.02365135933204358,0.4802824177716549,0.5043628618064002,0.024080444034745296,0.25397741513740896,9.407131788326157e-05
histgb,2023,count_state,3-2,11896,0.04845127787394359,0.4656186953597848,0.5030039419561656,0.03738524659638082,0.2522857368819887,0.00011074696142792737
histgb,2023,pitcher_n_bucket,0,63,0.0002565930149679259,0.42857142857142855,0.6272235342275568,0.19865210565612829,0.28796536839134457,9.741648809183043e-06
histgb,2023,pitcher_n_bucket,1-10,624,0.0025414927196823135,0.4951923076923077,0.6011324899788983,0.10594018228659063,0.2769186827423357,6.84136408611903e-05
histgb,2023,pitcher_n_bucket,1001+,200385,0.8161490683229814,0.5045587244554233,0.5179561231997614,0.013397398744338096,0.25192821313266567,0.0015737108443986518
histgb,2023,pitcher_n_bucket,11-50,2504,0.010198554118725181,0.46565495207667734,0.5913461972264186,0.12569124514974123,0.27313739446419627,0.00023596798826141372
histgb,2023,pitcher_n_bucket,201-1000,33667,0.1371224926178597,0.4840051088603083,0.5318886967070436,0.047883587846735354,0.25900289422430944,0.001234499547593957
histgb,2023,pitcher_n_bucket,51-200,8282,0.03373179920578352,0.46474281574498916,0.5480327424330371,0.08328992668804797,0.2641663238458173,0.0004778556531429024
histgb,2023,batter_n_bucket,0,71,0.00028917625496385297,0.5070422535211268,0.6363255865951261,0.1292833330739993,0.2694846032458427,5.6344851249603836e-06
histgb,2023,batter_n_bucket,1-10,662,0.002696263109662967,0.4697885196374622,0.6435733818829986,0.1737848622455364,0.28370413410024703,9.087521834879358e-05
histgb,2023,batter_n_bucket,1001+,204856,0.8343590265757052,0.5017768578904206,0.5119675471464503,0.010190689256029728,0.25111302586823997,0.0009286647059276879
histgb,2023,batter_n_bucket,11-50,2427,0.009884940433764382,0.4672435105067985,0.630701462765588,0.1634579522587895,0.2813419583455879,0.0003098134094021121
histgb,2023,batter_n_bucket,201-1000,29727,0.1210752469198656,0.49550913311131295,0.5582536960549406,0.06274456294362762,0.2627386314135128,0.001542333165245311
histgb,2023,batter_n_bucket,51-200,7782,0.03169534670603808,0.4817527627859162,0.5981914289467236,0.11643866616080739,0.27280676364753104,0.0007228683390184086
histgb,2023,li_bucket,0.5-1,74489,0.30338662050707665,0.5018593349353596,0.5240952605796967,0.022235925644337073,0.253318096364097,0.0010066665972804354
histgb,2023,li_bucket,1-2,67102,0.2733000712758375,0.5049476915740216,0.5262043351518633,0.021256643577841627,0.2532787376486347,0.0008960797329019143
histgb,2023,li_bucket,2+,26675,0.10864474086141941,0.498369259606373,0.5205542462923526,0.02218498668597957,0.2535936954443745,0.0003904363089880183
histgb,2023,li_bucket,<=0.5,77259,0.31466856735566645,0.4943372293195615,0.5164112223039241,0.022073992984362634,0.254153596018143,0.001307006683896907
histgb,2023,score_bucket,four_plus,56057,0.22831483555646065,0.4893055283015502,0.5154481535408308,0.026142625239280626,0.25427925553886527,0.0009770179422224138
histgb,2023,score_bucket,one_run,54981,0.22393238977700844,0.5007548062057802,0.5226768859276046,0.021922079721824472,0.25332563182941564,0.0007447170926268425
histgb,2023,score_bucket,tie,66328,0.27014764280623155,0.5074176818236642,0.5275834495023318,0.020165767678667623,0.2534389014271478,0.0009290116084568126
histgb,2023,score_bucket,two_three,68159,0.27760513186029934,0.5008142725098667,0.5209372828194971,0.020123010309630485,0.2534201175089596,0.0009494426797612072
histgb,2023,pitcher_history_missing,available,242803,0.9889135525913858,0.5000720748919907,0.5212148750129495,0.021142800120958816,0.25343594643299594,0.003397855802180077
histgb,2023,pitcher_history_missing,missing,2722,0.011086447408614194,0.48971344599559147,0.5802200619910394,0.0905066159954479,0.2682505263547338,0.0002023335208871567
histgb,2023,pitcher_seen_before,new,33878,0.13798187557275227,0.49864218666981525,0.5195424205305342,0.020900233860718986,0.2542086561443983,0.000580718520798295
histgb,2023,pitcher_seen_before,seen,211647,0.8620181244272478,0.5001677321199922,0.5222414500738272,0.022073717953834948,0.2535027908812711,0.003019470802268977
histgb,2023,batter_seen_before,new,23091,0.09404744934324406,0.4936122298731107,0.5452550493297241,0.05164281945661342,0.26073253053436135,0.001009367293757443
histgb,2023,batter_seen_before,seen,222434,0.905952550656756,0.5006159130348777,0.5194413172556176,0.01882540422073986,0.25285977490823963,0.0025908220293098462
histgb,2023,pitcher_hand,1,69113,0.2814906832298137,0.4878532258764632,0.5122989665365649,0.024445740660101745,0.25294493724026584,0.0008289729106463532
histgb,2023,pitcher_hand,2,176412,0.7185093167701864,0.5046992268099676,0.5256183016589979,0.020919074849030328,0.25385689514897974,0.0027712164124209186
histgb,2023,batter_hand,1,118462,0.4824844720496894,0.501798044942682,0.516404808736328,0.014606763793646005,0.2530209861003911,0.0014575797661268185
histgb,2023,batter_hand,2,127063,0.5175155279503105,0.49824103004021625,0.52696337922122,0.028722349181003803,0.2541401822645757,0.0021426095569404596
histgb,2023,pitcher_team_id,12,24435,0.09952143366255982,0.5185185185185185,0.528370732177665,0.009852213659146458,0.2506500331372338,6.469241175925589e-05
histgb,2023,pitcher_team_id,13,34583,0.14085327359739333,0.5214990024000231,0.5652418659346533,0.043742863534630194,0.2670182859556983,0.0023970815454815468
histgb,2023,pitcher_team_id,14,23769,0.09680887893289888,0.480163237830788,0.5137429689998873,0.033579731169099236,0.25333332067834335,0.0003226952150468899
histgb,2023,pitcher_team_id,15,23112,0.09413298034823338,0.5146244375216338,0.5179810376474201,0.003356600125786313,0.25079477636196623,7.481483982090803e-05
histgb,2023,pitcher_team_id,16,22547,0.09183178902352103,0.4845877500332639,0.5018666413407065,0.01727889130744259,0.2493977166917683,-5.530858574384311e-05
histgb,2023,pitcher_team_id,17,24198,0.09855615517768047,0.4805355814530127,0.5103738888724966,0.0298383074194839,0.2533704377257759,0.00033217756376646956
histgb,2023,pitcher_team_id,18,22842,0.09303329599837083,0.5292443743980387,0.5338818792957706,0.004637504897731848,0.2483551463915851,-0.0001530259824781515
histgb,2023,pitcher_team_id,19,22705,0.09247530801344059,0.48161197974014536,0.4983194043404982,0.01670742460035285,0.2507261099221811,6.714740783231401e-05
histgb,2023,pitcher_team_id,20,21239,0.08650442928418695,0.49672771787748954,0.5090168311721852,0.012289113294695675,0.25049244561585227,4.259888515973326e-05
histgb,2023,pitcher_team_id,21,24914,0.10147235515731595,0.4816970378100666,0.5095510752770563,0.027854037466989723,0.25360151278422577,0.00036545416992616757
histgb,2023,pitcher_team_id,23,1181,0.004810100804398737,0.5173581710414903,0.6856995677177733,0.168341396676283,0.27949248871647514,0.00014186185249597452
histgb,2023,batter_team_id,12,24163,0.0984136035026983,0.4996068368993916,0.5183346146542253,0.01872777775483364,0.25257666632920595,0.0002535791984687087
histgb,2023,batter_team_id,13,35157,0.1431911210671011,0.5137525955001849,0.5562143976934819,0.04246180219329698,0.26574574173628546,0.002254650673132314
histgb,2023,batter_team_id,14,23947,0.09753385602280827,0.48715914310769615,0.5170440714715092,0.029884928363813068,0.2529625583144436,0.00028894991447863614
histgb,2023,batter_team_id,15,22780,0.0927807758884024,0.4982001755926251,0.5116807084265288,0.013480532833903713,0.24968876924928382,-2.8876060846107588e-05
histgb,2023,batter_team_id,16,22529,0.09175847673353019,0.5023303297971503,0.5144619922934578,0.012131662496307483,0.2504073807146049,3.7380801638760104e-05
histgb,2023,batter_team_id,17,24225,0.09866612361266673,0.5043550051599587,0.5205955594847473,0.01624055432478866,0.25233875647800413,0.00023075621620799363
histgb,2023,batter_team_id,18,22287,0.0907728337236534,0.5051823933234622,0.5110471175581297,0.005864724234667551,0.25089576447898704,8.131124612001309e-05
histgb,2023,batter_team_id,19,22516,0.09170552896853681,0.4927607034997335,0.510044423204458,0.017283719704724476,0.2501938585473403,1.7778068348075136e-05
histgb,2023,batter_team_id,20,23033,0.09381122085327359,0.5007597794468805,0.5117268996472617,0.010967120200381153,0.2500271203683069,2.5443664310966787e-06
histgb,2023,batter_team_id,21,23682,0.09645453619794318,0.48961236382062323,0.520739225025895,0.03112686120527175,0.2528512866283002,0.0002750197057046593
histgb,2023,batter_team_id,23,1206,0.00491192342938601,0.48507462686567165,0.6803014212262416,0.19522679436056994,0.28809000427011217,0.00018709519338313608
histgb,2024,game_month,3,12361,0.04875999479304319,0.5026292371167381,0.5039666368794327,0.0013373997626945355,0.24777412150823003,-9.911957333495653e-05
histgb,2024,game_month,4,42588,0.16799536107484211,0.49213393444162673,0.49656889156668765,0.004434957125060923,0.2485088132730816,-0.00021807704341137284
histgb,2024,game_month,5,44078,0.17387291080719663,0.4878851127546622,0.49785662081801374,0.009971508063351564,0.24788402713039986,-0.0003343401552301722
histgb,2024,game_month,6,44514,0.17559278442015408,0.48757694208563596,0.4973855435456893,0.009808601460053357,0.24790341771275767,-0.0003342424532102269
histgb,2024,game_month,7,33070,0.13045004674427135,0.47989114000604777,0.49873016238734214,0.018839022381294368,0.24805852841155993,-0.00022807864586260615
histgb,2024,game_month,8,41920,0.16536032535590733,0.4841125954198473,0.49942978379128417,0.015317188371436863,0.24887372317056033,-0.00015431484864190261
histgb,2024,game_month,9,33305,0.13137704284299842,0.47566431466746734,0.49658267879536905,0.020918364127901712,0.24925078493605085,-7.30642678097647e-05
histgb,2024,game_month,10,1671,0.00659153396158686,0.5050867743865949,0.4872931298489705,-0.017793644537624387,0.2499293041696605,8.066548730803577e-07
histgb,2024,count_state,0-0,65317,0.25765363481087306,0.4862899398318967,0.5015303441473277,0.015240404315430944,0.2484022640260673,-0.00036191645825354963
histgb,2024,count_state,0-1,31402,0.12387034677543421,0.5010508884784408,0.5034226842553098,0.002371795776868968,0.24832202924360672,-0.0001839347698837426
