model,validation_season,dimension,segment,rows,weight,actual_rate,predicted_rate,mean_bias,brier,weighted_excess_vs_fold_reference
histgb,2024,count_state,0-2,16155,0.06372605095717278,0.49229340761374185,0.4990832280625833,0.006789820448841466,0.2495515141790819,-1.6276434942001006e-05
histgb,2024,count_state,1-0,26438,0.10428903343891885,0.4799152734700053,0.49999812463711296,0.020082851167107674,0.24831642429630604,-0.00015544306094199134
histgb,2024,count_state,1-1,25313,0.09985128615777868,0.4862323707186031,0.5023238027847959,0.016091432066192846,0.2482294342498036,-0.00015751465572664948
histgb,2024,count_state,1-2,24399,0.09624586303336792,0.497807287183901,0.50102995120187,0.0032226640179690014,0.24886265563276103,-9.088218926946238e-05
histgb,2024,count_state,2-0,9392,0.037048286635083055,0.47327512776831343,0.4925060450871867,0.019230917318873275,0.24829584897418402,-5.598284281781699e-05
histgb,2024,count_state,2-1,13446,0.05303995550418726,0.47411869701026327,0.4951581299309858,0.021039432920722523,0.24795707270944958,-9.811617636006919e-05
histgb,2024,count_state,2-2,20640,0.0814178701179849,0.49064922480620154,0.4950045290695109,0.004355304263309379,0.24857802006926638,-0.00010005496507175645
histgb,2024,count_state,3-0,3214,0.012678150899186216,0.4819539514623522,0.47253266785106135,-0.009421283611290854,0.2463676395379117,-4.360380234655611e-05
histgb,2024,count_state,3-1,6020,0.023746878784412263,0.4591362126245847,0.4752451907695372,0.01610897814495249,0.24635379333293864,-8.20011408425528e-05
histgb,2024,count_state,3-2,11771,0.04643264288560079,0.45697052077138733,0.47370456319893445,0.016734042427547113,0.24776733068199444,-9.470383617176143e-05
histgb,2024,pitcher_n_bucket,0,81,0.00031951780424209193,0.4074074074074074,0.5051050879805472,0.09769768057313982,0.24911436303923484,-2.212864383303181e-07
histgb,2024,pitcher_n_bucket,1-10,814,0.003210956699420529,0.4398034398034398,0.4814739339902232,0.041670494186783424,0.24660698544017695,-1.0274873008324724e-05
histgb,2024,pitcher_n_bucket,1001+,194773,0.7683140899462342,0.49117177432190295,0.5015868278699117,0.010415053548008757,0.2484176875349295,-0.0010673720684598205
histgb,2024,pitcher_n_bucket,11-50,3165,0.012484862350941,0.46161137440758293,0.47892117939703915,0.017309804989456223,0.24691036498084828,-3.616317506360428e-05
histgb,2024,pitcher_n_bucket,201-1000,44121,0.17404253136994244,0.4715214976995082,0.4877347127479562,0.016213215048448026,0.24836352525813446,-0.00025121325060882684
histgb,2024,pitcher_n_bucket,51-200,10553,0.041628041829219704,0.46508101961527526,0.48148151248085375,0.016400492865578487,0.24800079618361678,-7.518567904900303e-05
histgb,2024,batter_n_bucket,0,88,0.0003471304539914085,0.5,0.48647394311559916,-0.013526056884400839,0.2568445442241465,2.4429713464620257e-06
histgb,2024,batter_n_bucket,1-10,862,0.0034003005834158427,0.46403712296983757,0.4836057738750548,0.019568650905217255,0.2480655512444518,-5.9212001705428115e-06
histgb,2024,batter_n_bucket,1001+,210244,0.8293419905564738,0.4888462928787504,0.5001047533454274,0.011258460466676945,0.2484224499780189,-0.0011482047275835575
histgb,2024,batter_n_bucket,11-50,2933,0.01156970024496365,0.47528128196385955,0.4823112899514017,0.007030007987542164,0.24774177571314934,-2.389317853547286e-05
histgb,2024,batter_n_bucket,201-1000,31539,0.12441076577767084,0.47725038840800277,0.48943727898003647,0.012186890572033704,0.2482195579274598,-0.00019748577162832218
histgb,2024,batter_n_bucket,51-200,7841,0.03093011238348448,0.45453386047697997,0.48334711295065175,0.02881325247367178,0.24762884136152033,-6.736842605645457e-05
histgb,2024,li_bucket,0.5-1,76851,0.303151392269247,0.488308545106765,0.5020944147898622,0.01378586968309714,0.248305504492351,-0.00045515824984811436
histgb,2024,li_bucket,1-2,64984,0.2563400616156556,0.4931521605318232,0.5023144591247785,0.009162298592955254,0.2483896268892274,-0.0003633107353783421
histgb,2024,li_bucket,2+,24599,0.09703479588334839,0.48607666978332453,0.4987323232913664,0.012655653508041875,0.24827514549029894,-0.0001486360825317004
histgb,2024,li_bucket,<=0.5,87073,0.34347375023174903,0.47890850206148866,0.4909378407868201,0.012029338725331462,0.2484288730785945,-0.00047332526486977436
histgb,2024,score_bucket,four_plus,67770,0.2673298962158836,0.4796665191087502,0.4881946793109297,0.008528160202179502,0.24806796087801433,-0.00046487756789552167
histgb,2024,score_bucket,one_run,52123,0.20560773469766122,0.4885175450376993,0.5017501799813596,0.013232634943660337,0.2483400880723321,-0.0003015933790778708
histgb,2024,score_bucket,tie,61537,0.24274280394624212,0.49514925979492014,0.5048502475900236,0.009700987795103477,0.2484563891700797,-0.00032783328063235853
histgb,2024,score_bucket,two_three,72077,0.2843195651402131,0.48269212092623165,0.4986328507046356,0.01594072977840394,0.248589542702154,-0.0003461261050221626
histgb,2024,pitcher_history_missing,available,249869,0.9856493114588551,0.48645490236884126,0.49808790558610644,0.011633003217265181,0.248379222569051,-0.0014072156496098653
histgb,2024,pitcher_history_missing,missing,3638,0.01435068854114482,0.46206706981858164,0.49144607843887145,0.029379008620289804,0.24749242575407793,-3.3214683018059324e-05
histgb,2024,pitcher_seen_before,new,50348,0.1986059556540845,0.48993008659728293,0.5067844499240408,0.016854363326757882,0.24834392501753302,-0.000290560858548318
histgb,2024,pitcher_seen_before,seen,203159,0.8013940443459155,0.4851569460373402,0.4958137430755212,0.010656797038180954,0.24837209019643133,-0.001149869474079594
histgb,2024,batter_seen_before,new,23588,0.09304674032669709,0.4735882652196032,0.48809458633616915,0.014506321116565968,0.24759498844776542,-0.00020581364945829506
histgb,2024,batter_seen_before,seen,229919,0.9069532596733029,0.4873890370086857,0.4990080533220737,0.01161901631338802,0.2484456474736479,-0.0012346166831696396
histgb,2024,pitcher_hand,1,71830,0.2833452330704872,0.48440762912432134,0.4945818054794349,0.010174176355113584,0.24779303385969603,-0.000570626952305516
histgb,2024,pitcher_hand,2,181677,0.7166547669295128,0.48677598154967333,0.49934111982621676,0.01256513827654343,0.2485932274688462,-0.0008698033803224221
histgb,2024,batter_hand,1,119761,0.4724169352325577,0.4868696821168828,0.49981934183392424,0.012949659717041428,0.24845506283249924,-0.0006386434119639438
histgb,2024,batter_hand,2,133746,0.5275830647674423,0.48542012471401014,0.4963568519199289,0.010936727205918761,0.24828719086265455,-0.0008017869206640033
histgb,2024,pitcher_team_id,12,25413,0.10024575258276892,0.47884940778341795,0.4905706635588568,0.011721255775438866,0.24841144178500765,-0.00013989144121406277
histgb,2024,pitcher_team_id,13,37232,0.14686773935236502,0.5001074344649764,0.49997946798063675,-0.00012796648433965885,0.24747174546878659,-0.0003429627967467085
histgb,2024,pitcher_team_id,14,24081,0.09499145980189896,0.4747311158174494,0.4921001782259112,0.017369062408461755,0.2488058567635101,-9.509310002534205e-05
histgb,2024,pitcher_team_id,15,23302,0.09191856635122501,0.4995708522873573,0.5081430480180674,0.008572195730710108,0.24821914372441245,-0.00014594674001275926
histgb,2024,pitcher_team_id,16,23457,0.09252998930995988,0.4726947179946285,0.494864007596141,0.022169289601512543,0.24810909526046487,-0.00015710033020489004
histgb,2024,pitcher_team_id,17,24919,0.09829708844331715,0.4820418154821622,0.49425484376814227,0.012213028285980088,0.2480460796484706,-0.0001730861439414313
histgb,2024,pitcher_team_id,18,22809,0.08997384687602315,0.4979174887105967,0.5158839954951118,0.017966506784515057,0.2488641858889826,-8.48220224836905e-05
histgb,2024,pitcher_team_id,19,23104,0.09113752282974434,0.48273026315789475,0.4911686189366818,0.008438355778787043,0.24862122469072503,-0.00010806194911508655
histgb,2024,pitcher_team_id,20,22740,0.08970166504277989,0.4900175901495163,0.5027430594117831,0.012725469262266809,0.2495058926153115,-2.7003263725163573e-05
histgb,2024,pitcher_team_id,21,25180,0.09932664581254166,0.4780381254964257,0.49194922786997525,0.013911102373549533,0.2482273716802449,-0.0001568919076291974
histgb,2024,pitcher_team_id,23,978,0.0038578816364045173,0.4652351738241309,0.48485677941502364,0.019621605590892766,0.24769013384316438,-8.166336509539698e-06
histgb,2024,pitcher_team_id,25,292,0.0011518419609714919,0.4246575342465753,0.4743775011780987,0.04971996693152336,0.2485877481996431,-1.4043010200361447e-06
histgb,2024,batter_team_id,12,24304,0.09587111992962719,0.4833772218564845,0.5026916571691222,0.019314435312637712,0.24871357558632343,-0.00010482080118880528
histgb,2024,batter_team_id,13,37546,0.14810636392683438,0.5017578437117136,0.49557691923735286,-0.006180924474360749,0.24844279364764182,-0.00020203679470784435
histgb,2024,batter_team_id,14,24232,0.09558710410363422,0.47808682733575436,0.49836323436041047,0.020276407024656107,0.2482800578981204,-0.00014594897254605402
histgb,2024,batter_team_id,15,23125,0.0912203607789923,0.491545945945946,0.4958736155274128,0.004327669581466853,0.24859925786308854,-0.00011016399218482968
histgb,2024,batter_team_id,16,23190,0.09147676395523595,0.48253557567917205,0.5003688887174828,0.017833313038310705,0.2479444548508886,-0.0001703729029092167
histgb,2024,batter_team_id,17,24723,0.09752393425033629,0.4792703150912106,0.5002906578438439,0.02102034275263326,0.24826521033118248,-0.00015035425132341366
histgb,2024,batter_team_id,18,22669,0.08942159388103682,0.4785830870351582,0.4976417143788956,0.019058627343737422,0.24818866832107117,-0.00014470724863323026
histgb,2024,batter_team_id,19,23805,0.0939027324689259,0.49363579080025205,0.4988154824221606,0.0051796916219085665,0.24841928217989162,-0.00013030361746625452
histgb,2024,batter_team_id,20,23905,0.09429719889391615,0.48128006693160424,0.49619472462689374,0.01491465769528949,0.24803979146751864,-0.00016663590784468841
histgb,2024,batter_team_id,21,24542,0.09680995002110396,0.4822345367125744,0.49644730553705646,0.01421276882448208,0.24856691530134922,-0.00012004544702662228
histgb,2024,batter_team_id,23,1174,0.004631035829385382,0.48722316865417375,0.47974755123004864,-0.007475617424125114,0.250696406209256,4.119211213881428e-06
histgb,2024,batter_team_id,25,292,0.0011518419609714919,0.4828767123287671,0.4818221892178933,-0.001054523110873784,0.2505365337841693,8.403919891574721e-07
random_forest,2022,game_month,4,41395,0.1672714488911877,0.5335426983935257,0.5338781209036314,0.00033542251010565405,0.24241935459695294,-0.0011281210294381537
random_forest,2022,game_month,5,44865,0.1812932372147152,0.55056279950964,0.5344480086437134,-0.016114790865926598,0.2421246411579578,-0.0012761170757093552
random_forest,2022,game_month,6,39951,0.16143644533522986,0.5368826812845736,0.5334054955015256,-0.003477185783048009,0.24418409192448326,-0.0008038753660554177
random_forest,2022,game_month,7,33468,0.1352395422512446,0.5188538305246803,0.5309819977882861,0.012128167263605882,0.24477574001539004,-0.000593413250438109
random_forest,2022,game_month,8,36914,0.14916434990625202,0.5183670152245761,0.5233407657700562,0.0049737505454801045,0.24629913993614644,-0.00042727650856504357
random_forest,2022,game_month,9,41603,0.16811194801836168,0.516621397495373,0.5278510571012229,0.011229659605849984,0.24433822560665558,-0.0008112044250546662
random_forest,2022,game_month,10,9276,0.03748302838300899,0.5028029322984044,0.5180491241606314,0.015246191862226977,0.2456115444704609,-0.0001331420960839385
random_forest,2022,count_state,0-0,64084,0.2589545483933536,0.5315991511141627,0.5315709888025937,-2.8162311568991072e-05,0.24388574343992625,-0.0013667270197349358
random_forest,2022,count_state,0-1,31161,0.12591727548975237,0.5402265652578544,0.531226259756964,-0.009000305500890371,0.24383624897947248,-0.0006708065266615519
random_forest,2022,count_state,0-2,15595,0.06301723023210706,0.5218339211285669,0.5303496740654557,0.008515752936888887,0.24586843329293914,-0.00020765277978721026
random_forest,2022,count_state,1-0,25393,0.10260958815542769,0.5280195329421494,0.5307814751483555,0.0027619422062060695,0.24348727562350322,-0.0005824461218777428
random_forest,2022,count_state,1-1,25225,0.10193072347578716,0.5361744301288405,0.5308325417275004,-0.005341888401340089,0.24358204571110673,-0.0005689326767605909
random_forest,2022,count_state,1-2,23740,0.09593004461110752,0.5291491154170177,0.5290984790697493,-5.063634726842903e-05,0.24557939157054942,-0.00034383403682369384
random_forest,2022,count_state,2-0,8700,0.03515549233852719,0.5264367816091954,0.5295649585097765,0.003128176900581092,0.2418786908267091,-0.0002561048479853453
random_forest,2022,count_state,2-1,13114,0.052991853623844315,0.5273753240811346,0.5302613882452343,0.0028860641640996443,0.2425822207406691,-0.0003487599074437829
random_forest,2022,count_state,2-2,20240,0.08178703045192992,0.5267786561264822,0.5294768996070465,0.002698243480564244,0.24389611945421108,-0.0004308122417094392
random_forest,2022,count_state,3-0,2809,0.011350779078037112,0.5062299750800997,0.5276595188804579,0.02142954380035822,0.24447280933041887,-5.324421878867491e-05
random_forest,2022,count_state,3-1,5605,0.02264902696062585,0.5095450490633363,0.5269630684409112,0.017418019377574923,0.242293070161107,-0.00015561099553132592
random_forest,2022,count_state,3-2,11806,0.04770640718950023,0.5016940538709131,0.5260777348148824,0.024383680943969255,0.24521825994531304,-0.0001882183782403982
random_forest,2022,pitcher_n_bucket,0,88,0.00035559578457360834,0.5454545454545454,0.5850786408675721,0.039624095413026694,0.24762367785701167,-5.475926482966958e-07
random_forest,2022,pitcher_n_bucket,1-10,864,0.0034913040667227,0.5717592592592593,0.5778187826516029,0.006059523392343613,0.24120806343798715,-2.777522489494176e-05
random_forest,2022,pitcher_n_bucket,1001+,187283,0.7567846059352169,0.5201379730141017,0.523099087933942,0.002961114919840302,0.2456793974661427,-0.002636796855237593
random_forest,2022,pitcher_n_bucket,11-50,3122,0.012615568629986423,0.5598975016015375,0.572025474054345,0.0121279724528075,0.23575765362103385,-0.00016912373684113187
random_forest,2022,pitcher_n_bucket,201-1000,45627,0.18437237344022758,0.55359765051395,0.5486756185943157,-0.004922031919634362,0.2396106970749631,-0.0017612928506153314
random_forest,2022,pitcher_n_bucket,51-200,10488,0.04238055214327278,0.5655034324942791,0.5629786988517907,-0.002524733642488397,0.2355343968601915,-0.0005776134911074106
random_forest,2022,batter_n_bucket,0,88,0.00035559578457360834,0.6590909090909091,0.6144113078041031,-0.044679601286805926,0.2143933585436897,-1.2364154116148947e-05
random_forest,2022,batter_n_bucket,1-10,842,0.0034024051205792977,0.6413301662707839,0.6187520226347399,-0.022578143636043935,0.213858110079578,-0.00012012360672641012
random_forest,2022,batter_n_bucket,1001+,191269,0.7728914786319261,0.5142077388390173,0.5191787893456237,0.0049710505066064,0.24675474472929482,-0.0018617898536299419
random_forest,2022,batter_n_bucket,11-50,3199,0.01292671494148833,0.6348859018443264,0.6157976833297056,-0.019088218514620725,0.22151611263542637,-0.0003573912907300789
random_forest,2022,batter_n_bucket,201-1000,42269,0.17080316156979375,0.5675317608649365,0.557808640251051,-0.009723120613885472,0.23743375294615368,-0.002003496318783946
random_forest,2022,batter_n_bucket,51-200,9805,0.03962064395163897,0.6040795512493625,0.5932972917961413,-0.010782259453221199,0.2285181957123217,-0.0008179845273581238
random_forest,2022,li_bucket,0.5-1,77154,0.3117686041249111,0.530808512844441,0.5315682583546978,0.0007597455102568151,0.2441504853090114,-0.0015629342469412155
random_forest,2022,li_bucket,1-2,66369,0.2681879162087024,0.5351293525591767,0.5325686717728901,-0.0025606807862865733,0.24388135559855237,-0.001416636250036775
random_forest,2022,li_bucket,2+,26079,0.10538161893062649,0.5271674527397523,0.5305908744156194,0.0034234216758670666,0.2441087439132064,-0.0005326897552838842
random_forest,2022,li_bucket,<=0.5,77870,0.31466186073576,0.5223449338641325,0.5271240325082784,0.00477909864414594,0.24388527680317248,-0.0016608894990828337
random_forest,2022,score_bucket,four_plus,56644,0.22889054115213034,0.5236918296730457,0.5279010680817107,0.004209238408664939,0.2434677522709669,-0.0013037274878563865
random_forest,2022,score_bucket,one_run,56159,0.22693072347578716,0.5345002581954806,0.5324945571054303,-0.0020057010900503824,0.24378447618348656,-0.0012206902626117578
random_forest,2022,score_bucket,tie,66107,0.2671292105773582,0.5274781793153523,0.5307707015397337,0.0032925222243813668,0.24476294237696183,-0.0011755463195580534
random_forest,2022,score_bucket,two_three,68562,0.2770495247947243,0.5300603833027041,0.5301573277866225,9.694448391839305e-05,0.24384619878487288,-0.0014731856813185017
random_forest,2022,pitcher_history_missing,available,244531,0.9881158272451025,0.528603735313723,0.5299205655556302,0.0013168302419072075,0.2440351273299876,-0.005067532866719401
random_forest,2022,pitcher_history_missing,missing,2941,0.011884172754897523,0.555253315198912,0.5648043493417464,0.009551034142834425,0.24027641934653493,-0.00010561688462522142
random_forest,2022,pitcher_seen_before,new,38950,0.15739154328570504,0.5438767650834403,0.5383349598078337,-0.005541805275606548,0.24301768627327244,-0.00096731609703428
random_forest,2022,pitcher_seen_before,seen,208522,0.842608456714295,0.526126739624596,0.5288408356086302,0.0027140959840341594,0.2441721630815136,-0.004205833654310421
random_forest,2022,batter_seen_before,new,27278,0.11022661149544191,0.5533030280812377,0.5454526698411104,-0.007850358240127253,0.23976098951792607,-0.0010364187685466442
random_forest,2022,batter_seen_before,seen,220194,0.8897733885045581,0.5258998882803346,0.5284623444751995,0.0025624561948648372,0.2445144118293748,-0.004136730982798044
random_forest,2022,pitcher_hand,1,62216,0.2514062196935411,0.5157837212292657,0.5247985502724288,0.009014829043163086,0.2443827833616712,-0.001201929035844915
random_forest,2022,pitcher_hand,2,185256,0.748593780306459,0.5333322537461674,0.532194524353049,-0.001137729393118403,0.24385870050523387,-0.003971220715499782
random_forest,2022,batter_hand,1,124834,0.5044368655847934,0.5255058717977474,0.5282153677116562,0.002709495913908788,0.24406338259298116,-0.002572741691015182
random_forest,2022,batter_hand,2,122638,0.49556313441520655,0.5323961577977462,0.5324928504572889,9.669265954270756e-05,0.24391622798655502,-0.0026004080603295025
random_forest,2022,pitcher_team_id,12,25163,0.1016801900821103,0.5205261693756706,0.5247709002146459,0.0042447308389752525,0.24559698303827066,-0.0003626550986022162
random_forest,2022,pitcher_team_id,13,35983,0.14540230813991079,0.5759108467887614,0.5770430076030852,0.0011321608143238793,0.23074817641886766,-0.0026776462494842953
random_forest,2022,pitcher_team_id,14,24085,0.0973241417210836,0.5374714552626115,0.5310883769113233,-0.006383078351288263,0.24463286157930444,-0.000440951001525869
random_forest,2022,pitcher_team_id,15,22765,0.09199020495247948,0.5184713375796178,0.512580244728389,-0.005891092851228796,0.24735011691863124,-0.00016682341131672563
random_forest,2022,pitcher_team_id,16,22697,0.0917154263916726,0.5147816892100278,0.5180271667193633,0.0032454775093355703,0.24670305996805286,-0.00022567020698409157
random_forest,2022,pitcher_team_id,17,25005,0.10104173401435314,0.5212157568486303,0.5283719120637379,0.007156155215107596,0.24471565967409326,-0.00044942840623210496
random_forest,2022,pitcher_team_id,18,23092,0.0933115665610655,0.5318725099601593,0.5320211123901937,0.00014860243003433915,0.24563670135463972,-0.0003291011791843909
random_forest,2022,pitcher_team_id,19,22838,0.09228518781922804,0.5006130133987214,0.5069197108618906,0.006306697463169142,0.24875652102989287,-3.756809254138173e-05
random_forest,2022,pitcher_team_id,20,21199,0.08566221633154458,0.5157318741450069,0.5194346265525511,0.003702752407544252,0.24797950500512733,-0.00010143288230740751
random_forest,2022,pitcher_team_id,21,23979,0.09689581043511994,0.521247758455315,0.5228919299410021,0.0016441714856870737,0.2461410330875402,-0.000292874840542448
random_forest,2022,pitcher_team_id,23,666,0.002691213551432081,0.6906906906906907,0.6492604939335552,-0.04143019675713544,0.21609362634771379,-8.899838262378308e-05
random_forest,2022,batter_team_id,12,23500,0.09496023792590677,0.5279148936170213,0.5254389499754042,-0.0024759436416170733,0.24516461899558617,-0.0003797449422249153
random_forest,2022,batter_team_id,13,37271,0.15060693735048813,0.5639773550481608,0.5650544672422346,0.0010771121940738038,0.23433799901444158,-0.002232839555586502
random_forest,2022,batter_team_id,14,24752,0.10001939613370402,0.5248868778280543,0.5314870697328724,0.006600191904818087,0.2439789782295541,-0.000518563533447948
random_forest,2022,batter_team_id,15,21626,0.08738766405896424,0.524738740405068,0.521301905226581,-0.003436835178486919,0.24638709613460533,-0.0002426328814580139
random_forest,2022,batter_team_id,16,23154,0.09356209995474235,0.5181826034378509,0.520817038321165,0.002634434883314052,0.24705179872369282,-0.0001975853055729474
random_forest,2022,batter_team_id,17,24518,0.09907383461563328,0.529039889061098,0.528655938880563,-0.00038395018053505314,0.24434796447276366,-0.00047710426506713974
random_forest,2022,batter_team_id,18,22393,0.09048700459041831,0.521502255169026,0.517343610615997,-0.004158644553029056,0.24767893875633842,-0.00013434326780926655
random_forest,2022,batter_team_id,19,22302,0.09011928622227969,0.5062774639045825,0.5189899668609917,0.012712502956409244,0.2477293631951444,-0.00012925311324414585
random_forest,2022,batter_team_id,20,23128,0.0934570375638456,0.5169923901764095,0.5204090729875017,0.0034166828110921976,0.24716712291202514,-0.0001865855768459064
random_forest,2022,batter_team_id,21,24017,0.09704936316027672,0.5275013532081443,0.5264864297090103,-0.0010149234991340128,0.24339076998493941,-0.000560250247779618
random_forest,2022,batter_team_id,23,811,0.0032771384237408677,0.6942046855733662,0.6725927635468152,-0.021611922026551045,0.21430177193700228,-0.00011424706230829355
random_forest,2023,game_month,4,41288,0.16816210161897974,0.4866547180778919,0.5241339179481355,0.03747919987024356,0.25195465657050703,0.0003286994643894988
random_forest,2023,game_month,5,39576,0.16118928825985135,0.49676571659591673,0.527262886397877,0.030497169801960267,0.25310381358951844,0.0005003017981829255
random_forest,2023,game_month,6,42446,0.17287852560839018,0.5028271215191066,0.5203284551564297,0.01750133363732309,0.2515599156790832,0.0002696762388488162
random_forest,2023,game_month,7,28611,0.11652988494043376,0.5042116668414246,0.5207190552579983,0.01650738841657373,0.25133748775781145,0.00015585750764714272
random_forest,2023,game_month,8,38825,0.15813053660523368,0.5046490663232454,0.5207092244184571,0.016060158095211774,0.2517207588213578,0.00027210480499257705
random_forest,2023,game_month,9,37141,0.15127176458609104,0.5019250962548127,0.5159947331982287,0.014069636943416008,0.2514562913732041,0.000220296042435233
random_forest,2023,game_month,10,17638,0.07183789838102027,0.5099784556072117,0.5035715840022525,-0.006406871604959119,0.24879991963458573,-8.621111995620112e-05
random_forest,2023,count_state,0-0,63138,0.25715507585785563,0.5028508980328804,0.5216975047639962,0.018846606731115823,0.2516469680012147,0.0004235266515957254
random_forest,2023,count_state,0-1,30327,0.12351898991956013,0.5120519668941867,0.5219218984103864,0.009869931516199637,0.2511401453184847,0.0001408298240031753
random_forest,2023,count_state,0-2,14526,0.059163018022604624,0.5017898939832025,0.5222279279462053,0.02043803396300281,0.2526048230969513,0.00015410930403317503
random_forest,2023,count_state,1-0,25591,0.10422971184197129,0.49658082919776486,0.5203757094902072,0.02379488029244231,0.25176091841495496,0.00018354020959247
random_forest,2023,count_state,1-1,25293,0.103015986152123,0.5050804570434507,0.5204671473330752,0.015386690289624472,0.25171257507407935,0.00017642279852055423
random_forest,2023,count_state,1-2,23456,0.09553405966805824,0.504305934515689,0.5207983010228974,0.016492366507208422,0.2518162650102052,0.00017351534457906866
random_forest,2023,count_state,2-0,8774,0.03573566846553304,0.49213585593799863,0.5188554525248666,0.02671959658686801,0.2520416393374622,7.295941184628366e-05
random_forest,2023,count_state,2-1,13479,0.054898686488137664,0.49692113658283255,0.5185476146180331,0.02162647803520057,0.25045165857860374,2.479556311000656e-05
random_forest,2023,count_state,2-2,20380,0.08300580388962428,0.49730127576054955,0.5189976770732834,0.021696401312733815,0.2514158028987396,0.00011752000956747938
random_forest,2023,count_state,3-0,2858,0.011640362488544954,0.48775367389783064,0.5148763811156143,0.027122707217783648,0.25548316444852176,6.382604305401799e-05
random_forest,2023,count_state,3-1,5807,0.02365135933204358,0.4802824177716549,0.5140773207398738,0.033794902968218854,0.2521156995184454,5.003921280507712e-05
random_forest,2023,count_state,3-2,11896,0.04845127787394359,0.4656186953597848,0.5151870614313303,0.04956836607154552,0.251643718777205,7.964036383294952e-05
random_forest,2023,pitcher_n_bucket,0,63,0.0002565930149679259,0.42857142857142855,0.5999055021385024,0.1713340735670738,0.2775223787309125,7.062050606933905e-06
random_forest,2023,pitcher_n_bucket,1-10,624,0.0025414927196823135,0.4951923076923077,0.582398616557823,0.08720630886551528,0.26631462291675617,4.1463500015404175e-05
random_forest,2023,pitcher_n_bucket,1001+,200385,0.8161490683229814,0.5045587244554233,0.5174592344550091,0.012900509999585807,0.25042364168913794,0.00034575626253813605
random_forest,2023,pitcher_n_bucket,11-50,2504,0.010198554118725181,0.46565495207667734,0.5733079966354309,0.10765304455875352,0.2651456132950536,0.00015446337550290335
random_forest,2023,pitcher_n_bucket,201-1000,33667,0.1371224926178597,0.4840051088603083,0.5273828371628756,0.04337772830256731,0.25580026172554743,0.0007953465964247449
random_forest,2023,pitcher_n_bucket,51-200,8282,0.03373179920578352,0.46474281574498916,0.5398940635479003,0.0751512478029111,0.2593867773796624,0.00031663295145185444
random_forest,2023,batter_n_bucket,0,71,0.00028917625496385297,0.5070422535211268,0.6023836272379272,0.0953413737168004,0.2565348239504909,1.889716445722093e-06
random_forest,2023,batter_n_bucket,1-10,662,0.002696263109662967,0.4697885196374622,0.6170466520155974,0.14725813237813518,0.27232380165422526,6.0190847798884574e-05
random_forest,2023,batter_n_bucket,1001+,204856,0.8343590265757052,0.5017768578904206,0.512629826660823,0.010852968770402427,0.25005486589368014,4.577937959257959e-05
random_forest,2023,batter_n_bucket,11-50,2427,0.009884940433764382,0.4672435105067985,0.5990534754807154,0.1318099649739169,0.2692264390328652,0.00019005222267172618
random_forest,2023,batter_n_bucket,201-1000,29727,0.1210752469198656,0.49550913311131295,0.5494733197555186,0.05396418664420566,0.2576225486412745,0.0009229021803340889
random_forest,2023,batter_n_bucket,51-200,7782,0.03169534670603808,0.4817527627859162,0.5782571656789223,0.09650440289300605,0.26387933490079163,0.00043991038969705203
random_forest,2023,li_bucket,0.5-1,74489,0.30338662050707665,0.5018593349353596,0.5225234653704102,0.020664130435050554,0.2515203780467743,0.00046126291236422463
random_forest,2023,li_bucket,1-2,67102,0.2733000712758375,0.5049476915740216,0.5225646993499062,0.017617007775884597,0.25136282483590505,0.00037246062462461735
random_forest,2023,li_bucket,2+,26675,0.10864474086141941,0.498369259606373,0.5195699485328292,0.021200688926456213,0.251599133840774,0.00017373768043270387
random_forest,2023,li_bucket,<=0.5,77259,0.31466856735566645,0.4943372293195615,0.516544714161561,0.022207484841999525,0.25207603495040687,0.0006532635191184623
random_forest,2023,score_bucket,four_plus,56057,0.22831483555646065,0.4893055283015502,0.5156335681278829,0.02632803982633264,0.2521056620191728,0.00048075429520723546
random_forest,2023,score_bucket,one_run,54981,0.22393238977700844,0.5007548062057802,0.5210636090225075,0.02030880281672731,0.2514995836994727,0.00033580577104087606
random_forest,2023,score_bucket,tie,66328,0.27014764280623155,0.5074176818236642,0.5242416516043754,0.016823969780711212,0.25160690444280776,0.00043410194150922166
random_forest,2023,score_bucket,two_three,68159,0.27760513186029934,0.5008142725098667,0.5198033103837927,0.01898903787392603,0.2514771420770429,0.00041006272878265444
random_forest,2023,pitcher_history_missing,available,242803,0.9889135525913858,0.5000720748919907,0.5198213970709769,0.019749322178986173,0.2515535562786119,0.0015363346672451314
random_forest,2023,pitcher_history_missing,missing,2722,0.011086447408614194,0.48971344599559147,0.5659252914220203,0.07621184542642884,0.261220009840336,0.00012439006929489203
random_forest,2023,pitcher_seen_before,new,33878,0.13798187557275227,0.49864218666981525,0.5134452007884843,0.014803014118669078,0.2520006391126093,0.00027605218945546433
random_forest,2023,pitcher_seen_before,seen,211647,0.8620181244272478,0.5001677321199922,0.5214349686221061,0.02126723650211393,0.25160631305921755,0.0013846725470845096
random_forest,2023,batter_seen_before,new,23091,0.09404744934324406,0.4936122298731107,0.5394452324046781,0.04583300253156741,0.25613129428267556,0.0005766327604607252
random_forest,2023,batter_seen_before,seen,222434,0.905952550656756,0.5006159130348777,0.5183484244981376,0.017732511463259826,0.2511966303515647,0.0010840919760792904
random_forest,2023,pitcher_hand,1,69113,0.2814906832298137,0.4878532258764632,0.5116731463567166,0.023819920480253387,0.2512591052879857,0.00035442692258835746
