validation_season,model,brier,competition_score,prediction_mean
2022,full,0.24345353888411359,2291.694645647546,0.5295349805103244
2022,development_blend,0.2434464553000563,2294.5375905365163,0.529524367249614
2022,final_blend_diagnostic,0.2434465578693945,2294.496425079384,0.5295246443314898
2023,full,0.2540258785210995,0.0,0.5215284943096313
2023,development_blend,0.2540211734008846,0.0,0.5213267459361404
2023,final_blend_diagnostic,0.2540216038489136,0.0,0.5213586869708562
2024,full,0.24805763467392158,700.2576371989533,0.49503364663859595
2024,development_blend,0.24805506188775553,701.2875470575163,0.4950291653857688
2024,final_blend_diagnostic,0.24805370933581902,701.8289859816007,0.495021839468045
