number,value,params_catboost_fraction_of_remainder,params_official_weight,user_attrs_catboost_weight,user_attrs_residual_weight,state
727,1.003308058535146,0.9061213523245364,0.5010260159488291,0.4521309812032086,0.04684300284796227,COMPLETE
728,1.0035878463206602,0.7601124912621382,0.5601889871046968,0.3343058446963733,0.1055051681989299,COMPLETE
729,1.0034887455794221,0.9883921035245169,0.6221896910643387,0.3734247259821658,0.004385582953495445,COMPLETE
730,1.0034303979146126,0.8896458651535363,0.5554818207002259,0.3954637601996223,0.04905441910015181,COMPLETE
731,1.0032182148757878,0.9952978982794511,0.5006700762228982,0.496982023683388,0.00234790009371384,COMPLETE
732,1.003346732973211,0.99340236168752,0.5610570901333198,0.43604692330755235,0.0028959865591278414,COMPLETE
733,1.0033638607468212,0.9982273079047814,0.5706073906342132,0.42863142848141883,0.0007611808843680079,COMPLETE
734,1.003460646033079,0.8717674978657898,0.5614449348524096,0.38231805182008327,0.056237013327507086,COMPLETE
735,1.0034423701616622,0.87985831695737,0.5564150371811112,0.39029191881342506,0.05329304400546373,COMPLETE
736,1.003408748532498,0.8919401852357568,0.5456698060549148,0.40523535734557664,0.0490948365995086,COMPLETE
737,1.0032320473348213,0.9940934217955564,0.5069613204464595,0.49012650803494195,0.0029121715185986075,COMPLETE
738,1.0032288678455559,0.9950977449451551,0.5058346657784958,0.49174280971388773,0.002422524507616475,COMPLETE
739,1.0032974905202343,0.9150023255492782,0.5006072075522623,0.45694556645222806,0.04244722599550971,COMPLETE
740,1.0033448694796245,0.997530106867606,0.5617283889301671,0.4371891270275283,0.0010824840423046284,COMPLETE
741,1.003370020907043,0.8540901230426186,0.5014131147580783,0.42583813416370886,0.07274875107821287,COMPLETE
742,1.0033188711742913,0.8989416761163713,0.5025141194453596,0.44721079131001734,0.05027508924462306,COMPLETE
743,1.0033123413073286,0.9930934741884162,0.545014883160364,0.4518427503862966,0.003142366453339416,COMPLETE
744,1.0033265790601005,0.8909566511844137,0.5017687987659519,0.4439024025670752,0.05432879866697288,COMPLETE
745,1.0032414351769845,0.9700577424498802,0.5006812780440165,0.4843679921835808,0.014950729772402721,COMPLETE
746,1.0033371451863484,0.8800310653087717,0.500589973530456,0.4394963376198747,0.05991368884966931,COMPLETE
747,1.0036776929198605,0.7567343377061342,0.6114200994989175,0.2940517536516022,0.09452814684948031,COMPLETE
748,1.0034573126003148,0.8888643488256275,0.5686080113111127,0.38344895911454024,0.04794302957434703,COMPLETE
749,1.0044797817927853,0.18467675394163935,0.6753949788898573,0.05994700161177846,0.2646580194983642,COMPLETE
750,1.0034251501804754,0.9979115954610618,0.5977369479006622,0.4014229641154864,0.0008400879838513968,COMPLETE
751,1.0032377189622292,0.9952547124556745,0.51023827670319,0.4874376630915623,0.0023240602052477253,COMPLETE
752,1.003302625601732,0.9974250553315124,0.5421538326413013,0.45666723881107085,0.0011789285476277727,COMPLETE
753,1.0033460892827668,0.8779034251725752,0.5041442398538276,0.4353134702238757,0.06054228992229672,COMPLETE
754,1.0032275584256571,0.990985239495006,0.5033902314979449,0.4921329503745686,0.004476818127486513,COMPLETE
755,1.0033649257135002,0.856322541855268,0.500082918660404,0.42809026580958964,0.07182681553000637,COMPLETE
756,1.0034232866300214,0.8911842135953196,0.552678776340668,0.39864561293133793,0.04867561072799414,COMPLETE
757,1.0035054954740819,0.7543743625538035,0.5007242772112049,0.3766408051173868,0.12263491767140827,COMPLETE
758,1.0035888439056444,0.8754846734825474,0.6262077124963769,0.32724941877540403,0.046542868728219146,COMPLETE
759,1.0032235418471607,0.9974100352145155,0.5042161871985144,0.4944997501851166,0.0012840626163690653,COMPLETE
760,1.003341976654703,0.9881681475978848,0.5568928580758916,0.4378643636225392,0.00524277830156914,COMPLETE
761,1.0042187648886245,0.40173956321489923,0.7481617380416185,0.10117339335995958,0.15066486859842199,COMPLETE
762,1.0033197217990788,0.8954886880059852,0.5008611580768175,0.44697318668661756,0.05216565523656493,COMPLETE
763,1.0033767973383918,0.9979659768307174,0.5763387357846943,0.4227995273879642,0.0008617368273414822,COMPLETE
764,1.0034435367587085,0.8670857251687065,0.5499665468757646,0.3902175830524047,0.05981587007183065,COMPLETE
765,1.0033188749659727,0.9956741733226603,0.5490576959783892,0.4489916057729331,0.0019506982486777213,COMPLETE
766,1.0034495889758113,0.8895023245803283,0.5650699461666098,0.3868712939146479,0.0480587599187423,COMPLETE
767,1.0032281305260886,0.9946966343382131,0.5052983118175837,0.4920781042364817,0.0026235839459346406,COMPLETE
768,1.0033345815115184,0.9965336147074412,0.5566436121118131,0.44181954382584926,0.0015368440623376174,COMPLETE
769,1.003239236462224,0.9888770673738491,0.5082181544315946,0.4863117892333839,0.005470056335021539,COMPLETE
770,1.0033044006838567,0.911394114681774,0.5021788461147582,0.4537112698150992,0.04410988407014267,COMPLETE
771,1.0032372550576272,0.9822880340042587,0.5042954184087104,0.48692467889821156,0.008779902693078101,COMPLETE
772,1.0032402217749112,0.9979077873687945,0.5125832545651351,0.486396965963405,0.001019779471459907,COMPLETE
773,1.0032326317857285,0.9925608681866513,0.5065826301137055,0.4897467730327145,0.003670596853579953,COMPLETE
774,1.0033581275214087,0.9995233163037741,0.5684776909791023,0.43131660937162974,0.00020569964926801142,COMPLETE
775,1.003482200525306,0.850523502475925,0.5608331508142204,0.37352172674080564,0.065645122444974,COMPLETE
776,1.003971399240229,0.5462026616666666,0.6418946624979799,0.19559808850064336,0.16250724900137675,COMPLETE
777,1.003961545987412,0.6990438731224201,0.7379848278129759,0.18316010078245512,0.07885507140456896,COMPLETE
778,1.0034787010794493,0.8314346074201676,0.547266106048036,0.3764186273837549,0.076315266568209,COMPLETE
779,1.0035944642034986,0.756984710358201,0.5618329517849822,0.3316857560815532,0.10648129213346466,COMPLETE
780,1.0032249944300469,0.9972495572105622,0.5048609506757046,0.49377719769631234,0.0013618516279831018,COMPLETE
781,1.003450184666393,0.885135266647125,0.5631499897165191,0.3866713503370682,0.05017865994641271,COMPLETE
782,1.00322002028468,0.9952074884126149,0.5015230154999696,0.4960880277757692,0.0023889567242611986,COMPLETE
783,1.0033585926082806,0.8640458042241717,0.5018744874090133,0.4304032591312569,0.06772225345972986,COMPLETE
784,1.0033708470123406,0.9989324265634234,0.5740056732924327,0.425539546480242,0.00045478022732533104,COMPLETE
785,1.0034136911084715,0.8849625463728081,0.5444293770559173,0.40316293853324187,0.05240768441084082,COMPLETE
786,1.003347292449156,0.8719859364574913,0.5009134322525862,0.43519646815058377,0.06389009959682998,COMPLETE
787,1.003422643593517,0.8893019347591353,0.5513620288734916,0.398974615729217,0.04966335539729139,COMPLETE
788,1.0033443078277737,0.9965442454607585,0.5611093870391572,0.43737391473287285,0.0015166982279699245,COMPLETE
789,1.003329903344131,0.8881521027502307,0.5018193859468162,0.44246015992073634,0.05572045413244747,COMPLETE
790,1.003299209794873,0.9998640678201608,0.5414988136516532,0.4584388612826276,6.232506571919202e-05,COMPLETE
791,1.003472406704827,0.7777525114097571,0.5015276353834208,0.38768813344890457,0.11078423116767458,COMPLETE
792,1.003590798503074,0.8832209051712607,0.6302809777961073,0.3265435694499556,0.04317545275393715,COMPLETE
793,1.0033093819089136,0.9035231231491925,0.5001810809036781,0.4515979507909623,0.04822096830535958,COMPLETE
794,1.0034327636604259,0.8827240224284233,0.5530298129990915,0.3945513213750265,0.052418865625881994,COMPLETE
795,1.0032311818064545,0.9815754759751251,0.5009469434714662,0.4898582414988366,0.00919481502969724,COMPLETE
796,1.003233264661262,0.9983640143245779,0.5093871141773145,0.4898102501693021,0.0008026356533834184,COMPLETE
797,1.0033185940769869,0.8982676667040428,0.5019553481542675,0.44737740732789355,0.05066724451783904,COMPLETE
798,1.0033981548429654,0.9990664986477175,0.586239992293751,0.4133737621795348,0.00038624552671421756,COMPLETE
799,1.0033705703529585,0.9995762985680416,0.5741077123546585,0.42571183647320615,0.00018045117213535145,COMPLETE
800,1.0032263608317826,0.9949699811992425,0.5045463452102671,0.4929615135912365,0.0024921411984963654,COMPLETE
801,1.0034159587925424,0.9001985625054475,0.5536225978990295,0.4018282957062098,0.04454910639476074,COMPLETE
802,1.003420109085394,0.9062041541574822,0.5586799895270949,0.3999260268033702,0.04139398366953494,COMPLETE
803,1.0033225198528402,0.9967440883644503,0.5511557312182339,0.44738287150448974,0.00146139727727636,COMPLETE
804,1.0034820139288652,0.7715858386401295,0.5020044287337645,0.3842463304945287,0.1137492407717068,COMPLETE
805,1.0032867909814005,0.9937919778049203,0.533254410910787,0.4638480221126917,0.002897566976521363,COMPLETE
806,1.0032307673716092,0.9844322914230212,0.502045571075685,0.4902024194902054,0.007752009434109617,COMPLETE
807,1.0035820011139185,0.8990867652052923,0.6324321014241966,0.33047543292382603,0.03709246565197736,COMPLETE
808,1.0033718614552651,0.8513249171488608,0.5004888944698603,0.425246250530382,0.07426485499975764,COMPLETE
809,1.0032340904162953,0.9929333512281275,0.5074612845082836,0.48905811738278715,0.0034805981089291783,COMPLETE
810,1.0034749865283819,0.9995343288359541,0.619756255173453,0.38006667627927243,0.00017706854727456717,COMPLETE
811,1.0033824636003839,0.8443333148102201,0.5015286555385665,0.4208759626070292,0.0775953818544043,COMPLETE
812,1.0033117365749784,0.9033030687773778,0.5013122458229873,0.4504661787097942,0.04822157546721855,COMPLETE
813,1.0032274993770078,0.9988597413578757,0.5067796102426468,0.4926579909454605,0.0005623988118927392,COMPLETE
814,1.0033178729219578,0.9983672959602578,0.5496176402832879,0.44964701861857403,0.0007353410981381231,COMPLETE
815,1.0033060119829034,0.9066095451054477,0.5002219697648459,0.45310353264518977,0.04667449758996438,COMPLETE
816,1.0045541203010424,0.057841427070916995,0.9922689438254394,0.0004471753219020096,0.0072838808526585926,COMPLETE
817,1.0033271338607628,0.9949060636915842,0.5525947695855797,0.4451261766666371,0.002279053747783159,COMPLETE
818,1.0035570713962367,0.7662747176502708,0.5459355733951592,0.3479380902916565,0.10612633631318433,COMPLETE
819,1.0034353268227787,0.8949013654439033,0.5606502312132456,0.3931747079947297,0.04617506079202467,COMPLETE
820,1.003441249218955,0.8901378358182028,0.5612097203552227,0.3905838299010661,0.04820644974371122,COMPLETE
821,1.0032587154085921,0.9984800154433492,0.5217563311367243,0.47751674587228754,0.0007269229909882034,COMPLETE
822,1.0034268247541316,0.8863107482601293,0.5519082275041134,0.3971485541700369,0.0509432183258497,COMPLETE
823,1.0032394224653722,0.9791260330061062,0.5039278840926507,0.48571712293330827,0.010354992974041053,COMPLETE
824,1.0033554372819433,0.9995407325794446,0.5672656376508038,0.4325356215548144,0.0001987407943817811,COMPLETE
825,1.003353371164643,0.9952611515922323,0.5647769921371292,0.433160552005036,0.002062455857834846,COMPLETE
826,1.0032426523971973,0.9723458924558038,0.5023810358989772,0.4838577557517416,0.013761208349281179,COMPLETE
827,1.0032280344856004,0.9932616359050936,0.5046258681820462,0.49203612055456625,0.0033380112633875085,COMPLETE
828,1.0033295028840368,0.8917835058379605,0.5038700603514609,0.44244049693095,0.05368944271758914,COMPLETE
829,1.0033126439594033,0.9006390628904942,0.5001917538746334,0.45014683041529163,0.04966141571007493,COMPLETE
830,1.003332816467137,0.8862773959010407,0.5022253140592309,0.44116645240104324,0.05660823353972588,COMPLETE
831,1.0033314699787985,0.9962511692232908,0.5551051045353614,0.44322705978811994,0.0016678356765186494,COMPLETE
832,1.0033621486568138,0.9996900931737401,0.5703545543024955,0.4295122956410114,0.00013315005649311868,COMPLETE
833,1.003434154127317,0.8948519296049801,0.5600386257637349,0.3937002846869806,0.04626108954928452,COMPLETE
