model,brier,competition_score,prediction_mean,new_pitcher_brier,existing_pitcher_brier,game_type_f_brier,game_type_r_brier
raw_temporal,0.24805506188775553,701.2875470575163,0.4950291653857688,0.24781960006838852,0.2481134153531766,0.24720810870519633,0.24816878630020214
current_refined,0.2479999872715437,723.3344201874381,0.49078922728643204,0.247779020370618,0.24805474852518153,0.2471266726705613,0.24811725135641058
selected_hierarchical,0.24993633161942042,0.0,0.5076099893661,0.24987316936181797,0.24995198484347533,0.25023078198443,0.24989679437527876
