forced_season,rows,prediction_mean,prediction_std,change_vs_2024_pp
2019,253507,0.5265309132797468,0.06166410843355196,3.8881520371844616
2020,253507,0.5081848575104704,0.042850490059215846,2.053546460256822
2021,253507,0.5160389549206289,0.06377212805690344,2.8389562012726746
2022,253507,0.5180950874244148,0.07023313802680249,3.044569451651263
2023,253507,0.4922803328758107,0.04062206096011768,0.46309399679085317
2024,253507,0.48764939290790216,0.04218888032362516,0.0
2025,253507,0.48764939290790216,0.04218888032362516,0.0
