model,brier,competition_score,prediction_mean,new_pitcher_brier,existing_pitcher_brier
official_852_structure_baseline,0.2480239578589654,713.7387745690837,0.47934359733268095,0.2478639853329239,0.24806360314537215
new_pitcher_fallback_candidate,0.24802561848336896,713.0740114157486,0.47933467927000045,0.24787233917563767,0.24806360501896751
