validation_season,official_brier,candidate_brier,candidate_minus_official_brier,official_score,candidate_score,target_mean,official_prediction_mean,candidate_prediction_mean,time_series_offset_mean
2022,0.2435622461405432,0.24360329226737248,4.10461268292861e-05,2248.0657797286362,2231.592215564271,0.5289204435249241,0.5182892285287838,0.5164382133244366,-0.07944751107457428
2023,0.2537378949304638,0.2537165677111105,-2.1327219353273197e-05,0.0,0.0,0.49995723449750534,0.5098240143075439,0.507756080084164,-0.0883588117826368
2024,0.2480239578589654,0.24807758851538586,5.363065642047249e-05,713.7387745690837,692.2699317644665,0.4861049201797189,0.47934359733268095,0.4760911945734608,-0.13730377783795022
