validation_season,model,brier,competition_score,prediction_mean
2022,full,0.24348249012107812,2280.0752774728926,0.5290664058672896
2022,development_blend,0.2434776731238415,2282.008544243397,0.5291230407627346
2022,final_blend_diagnostic,0.24347770090340273,2281.99739511874,0.5291215621876296
2023,full,0.2541800638371235,0.0,0.519474379931845
2023,development_blend,0.25417710327282994,0.0,0.5193442471320683
2023,final_blend_diagnostic,0.254174963844304,0.0,0.5193799647630996
2024,full,0.24810054947021612,683.0784513165988,0.49292028571903856
2024,development_blend,0.24808941379287172,687.5361649152478,0.4932042033414987
2024,final_blend_diagnostic,0.24808965838019548,687.4382543701207,0.49311757776424425
