validation_season,component,brier,competition_score,prediction_mean,fit_seconds,source
2022,full,0.24348249012107812,2280.0752774728926,0.5290664058672896,0.0,cache
2022,recent_3,0.24348249012107812,2280.0752774728926,0.5290664058672896,0.0,same_window_as_full
2022,recent_2,0.2435323736041862,2260.0549047068876,0.5293436160426351,0.0,cache
2023,full,0.2541800638371235,0.0,0.519474379931845,0.0,cache
2023,recent_3,0.25424820692550454,0.0,0.5190908585493196,0.0,cache
2023,recent_2,0.2542458064020355,0.0,0.5190783708447073,0.0,cache
2024,full,0.24810054947021612,683.0784513165988,0.49292028571903856,353.9109182079992,fitted
2024,recent_3,0.2481498745762262,663.3331597626579,0.4938602539344002,196.680382833998,fitted
2024,recent_2,0.24815161134383648,662.6379157865015,0.4937194313532089,127.16430295800092,fitted
