candidate,validation_season,validation_rows,target_rate,prediction_mean,brier,normalized_brier,competition_score
current_baseline,2021,247088,0.5327616072006734,0.5252949466794707,0.24593699270888134,0.9879896987351704,1201.0301264829604
current_baseline,2022,247472,0.5289204435249241,0.5295349805182811,0.24345353888737922,0.9770830535566309,2291.6946443369056
current_baseline,2023,245525,0.49995723449750534,0.5215284943051931,0.2540258785118946,1.0161035214809375,0.0
robust_optuna,2021,247088,0.5327616072006734,0.5268499317513207,0.2457551727608645,0.9872592830555827,1274.0716944417252
robust_optuna,2022,247472,0.5289204435249241,0.5326437318641428,0.24376491668548597,0.9783327456793017,2166.725432069827
robust_optuna,2023,245525,0.49995723449750534,0.5234964069225713,0.2529828355664975,1.0119313496688274,0.0
