model,brier,competition_score,prediction_mean,mapped_row_rate,mapped_pitcher_brier,unmapped_pitcher_brier
official_852_structure_baseline,0.2480239578589654,713.7387745690837,0.47934359733268095,0.047789607387567205,0.24771462055235086,0.24803948290316577
direct_trackman_augmented_branch,0.2480650423754158,697.2922664662873,0.4794156471821328,0.047789607387567205,0.24792953529363138,0.24807184321511153
selected_trackman_blend,0.2480239578589654,713.7387745690837,0.47934359733268095,0.047789607387567205,0.24771462055235086,0.24803948290316577
