validation_season,component,brier,competition_score,fit_seconds,source
2022,full,0.24342418744897149,2303.4746304471,0.0,cache
2022,recent_3,0.24342418744897149,2303.4746304471,0.0,same_window_as_full
2022,recent_2,0.24348927267218534,2277.353149966732,63.81450387500081,fitted
2023,full,0.2541117299208928,0.0,149.017541291003,fitted
2023,recent_3,0.2541343221091483,0.0,117.47227262500382,fitted
2023,recent_2,0.254132487193881,0.0,77.64246583399654,fitted
2024,full,0.24810900558064936,679.6933928864712,207.40221549999842,fitted
2024,recent_3,0.24815930348714438,659.5586803914921,119.84837941700243,fitted
2024,recent_2,0.24814554890545754,665.0647653769659,73.9113712920007,fitted
